Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
Wachowski,D,AWw,@1995,Wachowski,Andy,,,,,
Wadleigh,D,MWa,@1970-1981,Wadleigh,Michael,,,USA,,
Waggner,AWMDP,GWg,@1938-1959,Waggoner,George,1894,,USA,"Ty(West,Horr)",
Wagner,WPD,PaW,@1994,Wagner,Paul,19xx,,,Mt(Ellen Casey Wagner) Aw(AA ; 19xx),
Wajda,D,AWj,@1954-1992,Wajda,Andrzej,1926,,Poland,,
D.Walker,D,DWa,@1984,Walker,Dorian,,,USA,,
P.Walker,D,PWa,@1982,Walker,Pete,,,USA,,
S.Walker,D,StW,@1931-1940,Walker,Stuart,1887,1941,USA,,
M.Wallace,WD,MWl,@1987,Wallace,Mary,,,USA,Ty(Docu) Gd(F),
Ri.Wallace,ED,RWa,@1927-1950,Wallace,Richard,1894,1951,USA,,
Ra.Wallace,D,RWc,@1998,Wallace,Randall,,,USA,,
T.L.Wallace,D,TLW,@1991,Wallace,Tommy Lee,,,USA,,
Waller,D,AyW,@1996,Waller,Anthony,,199x,,,
Wallis,P,,1930-1975,Wallis,Hal B.,1899,,USA,"Nt(f_name: Harold Brent) St(Warners) Fd(Hal Wallis Productions;1944) Mt(Loise Fazenda, Martha Hyer)",
Walls,SD,TWa,@1935,Walls,Tom,,,Great Britain,,
Walsh,AD,RaW,@1915-1964,Walsh,Raoul,1887,1980,USA,InB(D.W. Griffiths),
Bill~Walsh,WP,,1960,Walsh,Bill,,,USA,,
Walters,D,ChW,@1943-1966,Walters,Charles,1911,1982,USA,Ty(Musc) Also(Dancer),
Walton,D,FWa,@1979,Walton,Fred,,,USA,,
Walz,WD,MWz,@1998,Walz,Martin,,,Germany,,
Wanamaker,AD,SWa,@1977,Wanamaker,Sam,1919,1993,USA,,
Wang,D,WaW,@1982-1989,Wang,Wayne,,,Hong Kong,Mt(Cora Miao),
Wanger,P,,,Feuchtwanger,"Lion, Walter",1894,1968,Austria,St(U.A.) Ww(Hitchcock) Mt(Joan Bennett),
D.S.Ward,WD,DSW,@1982-1993,Ward,David S.,[1],,,,
V.Ward,WD,ViW,@1988-1998,Ward,Vincent,,,New Zealand,,
Wargnier,D,RWg,@1993,Wargnier,Regis,19xx,,France,,
Warhol,D,AWa,@1963-1967,Warhol,Andy,1926,,USA,,
A.Warner,P,,1916-,Warner,Abe,[1],,USA,,
D.Warner,D,DbW,@1999,Warner,Deborah,19xx,19yy,,Ge(F),
H.Warner,P,,1916-,Warner,Harry,[1],,USA,,
J.Warner,P,,1916-,Warner,Jack L.,1892,1978,USA,,
S.Warner,P,,1916-,Warner,Sam,[1],1927,USA,Mt(Lina Basquette) Fd(Vitaphone),
Harry~Warren,M,,1930-1954,Guaragna,Salvatore,1893,,USA,,
Wartman,D,SoW,@1992,Wartman,Sonke,19xx,,Germany,,
Waszynski,D,MaW,@1938,Waszynski,Machael,,,,,
Waters,DA,IWa,@1969-1994,Waters,John,[1],,USA,Ty(Porn),
Watt,D,HWa,@1936-1959,Watt,Harry,1906,1987,Great Britain,St(GPO) Er(St?),
Watts,D,RWs,@1983,Watts,Roy,,,USA,,
Waxman,M,,1930-1950,Waxman,Franz,,,Germany,"Ww(Universal, MGM, Warners) Nt(more than 140 films)",
