Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
Faiman,D,PFa,@1986,Faiman,Peter,[1],,Australia,Er(Or),
Fairbanks~sr,AP,,1922-1924,Fairbanks,Douglas~sr,,,USA,Mainly(A),
Fairbanks~jr,APW,,1947-1953,Fairbanks,Douglas~jr,,,USA,Mainly(A),
Fairchild,D,WiF,@1955,Fairchild,William,,,USA,,
Fairfax,D,FFf,@1991,Fairfax,Ferdinand,,,,,
Falconi,D,xFa,@1948,Falconi,gn,,,Italy,Er(fn=Dino=W),
Falena,D,UgF,@1910-1911,Falena,Ugo,,,Italy,,
Fanaka,D,JaF,@1979,Fanaka,Jamaa,,,USA,,
Fancher,AWD,HFa,@1999,Fancher,Hampton,1939,,USA,Alias(Mario Montejo; flamenco dancer) MT(Sue Lyon; ),
Fanck,D,ArF,@1925,Fanck,Arnold,,,Germany,Ty(mountain films),
Fansten,D,JFs,@1992,Fansten,Jaques,,,France,,
Fargo,D,JFg,@1976-1982,Fargo,James,,,USA,,
Farrelly,D,PFr,@1994-1998,Farrelly,Peter,,,,Si(Bobby Farrelly),
Farrow,DP,IFa,@1937-1959,Farrow,John,1904,1963,Australia,,
Fassbinder,DAWC,RWF,@1969-1979,Fassbinder,Rainer Werner,1945,1982,Germany,Ty(New Wave) Inb(Godard),
Favio,D,LFa,@1964,Favio,Leonardo,,,Argentina,Ty(Cinema Novo),
Feist,DW,FeF,@1928-1952,Feist,Felix E.,1906,1965,USA,Ty(short subjects: Pete Smith),
Charlie~Feldman,P,,1967,Feldman,Richard K.,,,,,
Felter,D,JiF,@1991,Felter,James M.,,,USA,,
Fellini,D,FF,@1954-1992,Fellini,Frederico,1920,1993,Italy,Mt(Giulietta Masina) Aw(AA lifetime; 1993?),
Ferrara,D,AbF,@1981-1994,Ferrara,Abel,,,USA,,
Ferren,VD,BmF,@1988,Ferren,Bram,,,USA,,
J.Ferrer,AD,JFe,@1958,Ferrer,Jose,,,,,
M.Ferrer,AD,MeF,@1959,Ferrer,Mel,,,,,
Ferreri,D,MFe,@1956-1973,Ferreri,Marco,1928,1997,Italy,Nt(`The Master of Bad Taste'),
Ferrin,WPD,FFe,@1953,Ferrin,Frank,,,,,
Ferris,D,CoF,@1983,Ferris,Costas,,,Greece,,
Feuillade,D,LFl,@1908,Feuillade,Louis,,,France,,
Fescourt,D,,@1911,Fescourt,Henri,,,France,,
Feyder,ADW,JqF,@1916-1945,Frederix,Jaques,1888,1948,France,Mt(Francoise Rosay),
Field,D,CFd,@1994,Field,Connie,,,USA,Gd(F),
