Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
Kaczender,D,GKc,@1973-1983,Kaczender,Georges,,,Canada,,
Kadar,D,JaK,@1956-1977,Kadar,Jan,1918,1979,Czechoslovakia,Ww(Elmer Klos),
Kagan,D,JPK,@1982-1983,Kagan,Jeremy Paul,,,USA,,
Kaige,D,ChK,@1993,Kaige,Chen,,,China,,
Kalatozov,D,MKv,@1928-1969,Kalatozov,Mikhail,1903,1973,Russia,,
Kalin,D,ToK,@1992,Kalin,Tom,,,USA,,
Kaminsky,D,LnK,@1971,Kaminsky,Leon,,,,,
Kan,D,JGK,@1998,Kan,Je Gyu,1960,,South Korea,,
Kane,D,JKa,@1935-1957,Kane,Joe,1894,1975,USA,St(Republic) Ty(West),
Kanew,D,JKw,@1983-1986,Kanew,Jeff,[1],,,,
Kanganis,D,CTK,@1994,Kanganis,Charles T.,19xx,,,,
Kanievska,D,MKa,@1984,Kanievska,Marek,,,,,
Kanin,WD,GaK,@1938-1953,Kanin,Garson,1912,,USA,Mt(Ruth Gordon),
J.Kaplan,D,JKp,@1975-1994,Kaplan,Jonathan,,,USA,,
N.Kaplan,D,NKp,@1961-1991,Kaplan,Nelly,,,France,Ty(Docu) Ww(Abel Gance),
R.Kaplan,D,RKp,@1965,Kaplan,Richard,,,USA,Ty(Docu),
Kapoor,D,RjK,@1971,Kapoor,Raj,[1],1988,India,ER(197x),
Kapur,D,SKa,@1998,Kapur,Shehkar,,,,,
Karbelnikoff,D,MKb,@1991,Karbelnikoff,Michael,,,,,
Kardos,D,LeK,@1952,Kardos,Leslie,,,USA,,,,Karn,D,BiK,@1960,Karn,Bill,,,USA,,
Karnad,AWD,GiK,@1970,Karnad,Girish,,,India,,
Karsen,D,ErK,@1980-1989,Karsen,Eric,,,USA,,
Karlson,D,PhK,@1944-1975,Karlstein,Philip (Phil),1908,,USA,,
Karya,D,TeK,@1982,Karya,Teguh,,,Indonesia,,
J.Kasdan,D,JoK,@1998,Kasdan,Joe,,,USA,,
L.Kasdan,WDP,LaK,@1982-1989,Kasdan,Lawrence,,,USA,[6],
Kaska,PD,,,Kasha,Larry,,1990,USA,Si(Al Kasha; M),
Kassovitz,DA,MuK,@1994,Kassovitz,Mathiau,1969,,France,,
Kastle,DW,LKa,@1970,Kastle,Leonard,,,,,
Katani,D,TKa,@1981,Katani,Tom,,,,,
Katchatrian,WD,HaK,@1992,Katchatrian,Haroutiun,19xx,,Russia (Armenian),,
Katselas,D,MiK,@1972-1979,Katselas,Milton,1933,,USA,,
Katsouridis,D,DKa,@1971,Katsouridis,Dinos,19xx,,Greece,,
Katzenberg,PD,JKt,@1998,Katzenberg,Jerry,,,USA,"St(Disney, Dreamworks) Er(D)",
Katzman,P,,1967,Katzman,Sam,,,USA,,
Katzin,D,LHK,@1969-1979,Katzin,Lee H.,1935,,USA,,
Kaufer,D,JKf,@1998,Kaufer,Jonathan,,,,,
Boris~Kaufman,C,,1934,Kaufman,Boris,,,France,Si(Dziga Vertov),
G.S.Kaufman,WD,GSK,@1947,Kaufman,G.S.,,,USA,Ty(Comd),
J.Kaufman,D,JKm,@1918,Kaufman,Joseph,,,USA,,
Ph.Kaufman,D,PK,@1978-1993,Kaufman,Philip,,,USA,,
Kaul,WD,MnK,@1990,Kaul,Mani,19xx,,India,,
Kaurismaki,D,AKa,@1983-1993,"Kaurism\""aki",Aki,[1],,Finland,Er(dow),
Kautner,D,HeK,@1947-1955,"K\""autner",Helmut,1908,1980,Germany,Or(FRG),
Kavur,D,OKa,@1991,Kavur,Omer,,,Turkey,,
Kawajiri,D,YoK,@1979,Kawajiri,Yoshiaki,,,Japan,,
Kawalarowicz,D,JKz,@1990,Kawalarowicz,Jerzy,,,Poland,,
Kaye,CD,TyK,@1998,Kaye,Tony,,,Great Britain,,
Kaylor,D,RKa,@1980,Kaylor,Robert,,,USA,,
E.Kazan,ADPW,EK,@1945-1976,Kazanjoglous,Elia,1909,,USA,Or(Greece-Turkey descent) Aw(AA hon),
N.Kazan,WD,NKz,@1994,Kazan,Nicholas,,,,,
Keaton,AD,BsK,@1926,Keaton,Joseph Francis (Buster),1895,1966,USA,,
Keeler,D,SKe,@1997,Keeler,Stephen,19xx,199x,,,
Keighley,D,WmK,@1932-1953,Keighley,William,1889,,USA,St(Warners),
Keller,DP,HKl,@1949-1965,Keller,Harry,1913,,USA,,
Kelley,WD,IPK,@1997,Kelley,John Patrick,19xx,199x,,,
David~Kelly,P,,1993,Kelly,David E.,1956,,USA,,
Gene~Kelly,AD,GKe,@1949-1976,Kelly,Eugene Curran,1912,,USA,"Also(dancer, Geographer)",
Kennedy,D,BuK,@1967-1969,Kennedy,Burt,,,USA,,
Kenton,D,EaK,@1932-1942,Kenton,Earle C.,,,USA,Er(Erie),
Kerbosch,D,RlK,@1993,Kerbosch,Roweland,19xx,,Holland,,
Kerkhof,D,IKe,@1992,Kerkhof,Ian,,,,,
Kern,DW,JVK,@1939-1952,Kern,James V.,1909,1966,USA,,
Kershner,D,IrK,@1958-1990,Kershner,Irvin,1923,,USA,,
Keshishian,D,AKe,@1991-1994,Keshishian,Alek,1965,,USA,,
Khan,D,MKh,@1988,Khan,Mohammed,19xx,,\Eg ypt,,
Kibbee,WPD,RKi,@1975,Kibbee,Roland,1914,,,,
Kidron,D,BKi,@1992,Kidron,Beeban,,,,,
Kiersch,D,FKi,@1984,Kiersch,Fritz,[1],,,,
Kieslovski,D,KrK,@1982-1990,Kieslovski,Krzysztof,1941,1996,Poland,"Ty(Docu,Noir)",
