Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
Tacchella,WD,JCT,@1975,Tacchella,Jean-Charles,[1],,France,,
Takemitsu,M,,@1964,Takemitsu,Tore,1931,1996,Japan,,
Talalay,D,RTa,@1992,Talalay,Rachel,,,,,
Takita,D,YoT,@1988,Takita,Yojiri,,,Japan,,
Tamahori,D,LTa,@1997,Tamahori,Lee,,,New Zealand,,
Tanaka,DP,ToT,@1954,Tanaka,Tomoyuki,,,Japan,,
Taniguchi,D,SkT,@1965,Taniguchi,Senkichi,[1],[],Japan,,
Tannen,D,WTa,@1985-1988,Tannen,William,,,USA,,
Tanner,D,ATa,@1971-1987,Tanner,Alain,[1],,France,Er(Or),
Tarantino,WD,QTa,@1992-1194,Tarantino,Quentin,1964,,,,
Tarkovsky,D,AnT,@1959-1983,Tarkovsky,Andrei,1932,1990,Russia,Er(doD),
Tashlin,WDP,FrT,@1952-1668,Tashlin,Frank,1913,1972,USA,Ty(Comd),
Tati,AWD,JT,@1949-1971,Tatischeff,Jaques,1908,1982,France,,
Tatassopoulos,D,StT,@1932,Tatassopoulos,Stelios,,,Greece,,
Taurog,AD,NT,@1928-1967,Taurog,Norman,1899,1981,USA,,
Tavernier,D,BTv,@1974-1988,Tavernier,Bertrand,1941,,France,,
Taviani,D,PlT,@1961-1994,Taviani,Paolo,1931,,Italy,,
V.Taviani,WD,,1961-1994,Taviani,Vittorio,1929,,Italy,Si(Paolo Taviani),
F.Taylor,WD,FTa,@1997,Taylor,Finn,,,USA,,
Frank~Taylor,P,,,Taylor,Frank E.,[6],,USA,,
D.Taylor,AD,DTa,@1957-1980,Taylor,Don,,,USA,1920,
D.F.Taylor,P,,1963,Taylor,Donald F.,,,USA,,
Ray~Taylor,AD,RyT,@1926-1949,Taylor,Ray,1888,1952,USA,"Ty(West,shorts) St(Universal)",
Sam~Taylor,DW,SaT,@1921-1945,Taylor,Sam,1895,1958,USA,Ty(Comd),
S.E.V.Taylor,D,SET,@1924,Taylor,S.E.V.,"[1,6]",,USA,Ww(Selznick),
W.D.Taylor,AD,WDT,@1915-1922,Tanner,William Desmond,1877,1922,Ireland,Alias(William Cunningham Deane-Tanner; orig name) St(Paramount) Ty(West) www(murder history),
Taymor,D,JTa,@1993,Taymor,Julie,,,,Gd(F),
Teague,D,LwT,@1964-1985,Teague,Lewis,,,USA,"Ww(Hitchcock; TV, Roger Corman)",
Techine,DW,ATe,@1969-1978,Techine,Andre,1943,,France,,
Teglasy,D,FTy,@1989,Teglasy,Ferenc,,,Hungary,,
Temple,D,JuT,@1980-1989,Temple,Julian,[6],,USA,,
Tennant,D,ATn,@1997,Tennant,Andy,,,,,
Terayama,WD,STy,@1971-197 4,Terayama,Shuji,,,Japan,,
Tetzlaff,CD,TTz,@1941-1957,Tetzlaff,Ted,1903,,USA,Ww(Hitchcock),
Teshigahara,D,HiT,@1961-1991,Teshigahara,Hiroshi,1927,,Japan,,
Tewkesbury,D,PTw,@1964-1971,Tewkesbury,Peter,1924,,USA,,
Thalberg,P,,1925-1936,Thalberg,Irving,1899,1936,USA,St(MGM),
Thibaut,D,MTh,@1995,Thibaut,Michel,,,France,,
Thiele,D,WT,@1929-1960,Thiele,William,1890,1975,Germany,,
B.Thomas,D,BTh,@1995-1998,Thomas,Betty,,,,Gd(F),
