Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
Ucicky,D,xUc,@1938,Ucicky,gn,[1],,Germany,Er(Ct),
Ullman,D,LUl,@1999,Ullman,Liv,,,Sweden,,
Ulmer,D,EGU,@1934-1964,Ulmer,Edgar G.,1904,1972,Czechia,"St(Monogram,PRC) Ty(noir)",
Underwood,D,RUn,@1991,Underwood,Ron,,,USA,,
Unknown0,D,Z00,@1916,Anonymous,gn,,,,,
Unknown1,D,Z01,@1916,Anonymous,gn,,,,,
Unknown2,D,Z02,@1908,Anonymous,gn,,,,Ty(T:Romeo and Juliet),
Unknown3,D,Z03,@1988,Anonymous,gn,,,,St(Paulist) Ty(uplifting)),
Unknown9,D,Z09,@1984,Anonymous,gn,,,,,
Unknown10,D,Z10,@1969,Anonymous,gn,,,USA,,
Unknown11,D,Z11,@1930,Anonymous,gn,,,,Ty(T: They knew what they wanted),
Unknown12,D,Z12,@1912,Anonymous,gn,,,,Ty(T:Within the Law ),
Unknown14,D,Z14,@1997,Anonymous,gn,,,,Ty(A:Julianne Moore),
Unknown15,D,Z15,@1915,Anonymous,gn,,,,Ty(A:Theda Bara),
Unknown18,D,Z18,@1988,Anonymous,gn,,,,Ty(A:Seagal),
UnYear20,D,Z20,@1920,UnYear1920,gn,,,,,
UnYear21,D,Z21,@1921,UnYear1921,gn,,,,,
UnYear23,D,Z23,@1923,UnYear1923,gn,,,,,
Unknown28,D,Z28,@1980,Anonymous,gn,,,,,
UnYear32,D,Z32,@1932,Anonymous,gn,,,,,
Unknown34,D,Z34,@1976,Anonymous,gn,,,,,
UnYear35,D,Z35,@1935,UnYear1935,gn,,,,,
UnYear39,D,Z39,@1939,UnYear1939,gn,,,,,
Unknown42,D,Z42,@1913,Anonymous,gn,,,,Nt(Tarzan),
UnYear43,D,Z43,@1943,UnYear1943,gn,,,,,
UnYear47,D,Z47,@1947,UnYear1947,gn,,,,,
Unknown48,D,Z48,@1988-1990,Anonymous,gn,,,,TY(Vice Academy),
Unknown49,D,Z49,@1929,Anonymous,gn,,,,,
Unknown54,D,Z54,@1988,Anonymous,gn,,,,Ty(A:Erik Stoltz),
Unknown55,D,Z55,@1988,Anonymous,gn,,,,Ty(A:Estelle Brody),
Unknown56,D,Z56,@1956,Anonymous,gn,,,France,Ty(A:Brigitte Bardot),
Unknown57,D,Z57,@1957,Anonymous,gn,,,,Ty(A: Vivian Blaine),
UnYear50,D,Z50,@1950,UnYear1950,gn,,,,,
UnYear64,D,Z64,@1964td> UnYear1964,gn,,,,,
UnYear65,D,Z65,@1965,UnYear1965,gn,,,,,
UnYear66,D,Z66,@1966,UnYear1966,gn,,,,,
UnYear69,D,Z69,@1969,UnYear1969,gn,,,,,
UnYear71,D,Z71,@1971,UnYear1971,gn,,,,,
UnYear72,D,Z72,@1972,UnYear1972,gn,,,,,
UnYear73,D,Z73,@1973,UnYear1973,gn,,,,,
UnYear74,D,Z74,@1974,UnYear1974,gn,,,,,
UnYear78,D,Z78,@1978,UnYear1978,gn,,,,,
UnYear80,D,Z80,@1980,UnYear1980,gn,,,,,
UnYear81,D,Z81,@1981,UnYear1981,gn,,,,,
UnYear82,D,Z82,@1982,UnYear1982,gn,,,,,
UnYear84,D,Z84,@1984,UnYear1984,gn,,,,,
UnYear85,D,Z85,@1985,UnYear1985,gn,,,,,
UnYear86,D,Z86,@1986,UnYear1986,gn,,,,,
UnYear87,D,Z87,@1987,UnYear1987,gn,,,,,
UnYear88,D,Z88,@1988,UnYear1988,gn,,,,,
UnYear89,D,Z89,@1989,UnYear1989,gn,,,,,
UnYear90,D,Z90,@1990,UnYear1990,gn,,,,,
UnYear91,D,Z91,@1991,UnYear1991,gn,,,,,
UnYear92,D,Z92,@1992,UnYear1992,gn,,,,,
UnYear94,D,Z94,@1994,UnYear1994,gn,,,,,
UnYear95,D,Z95,@1995,UnYear1995,gn,,,,,
UnYear96,D,Z95,@1996,UnYear1996,gn,,,,,
UnYear97,D,Z97,@1997,UnYear1997,gn,,,,,
UnYear98,D,Z98,@1998,UnYear1998,gn,,,,,
UnYear99,D,Z99,@1999,UnYear1999,gn,,,,,
Uno,D,MTU,@1989,Uno,Michael Toshiyuki,,,USA,,
Ustinov,ADW,PUs,@1946-1965,Ustinov,Peter,1921,,Great Britain,,
Uys,D,MUy,@1997,Uys,Michael,,,,Ty(Docu),
