Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
Sachs,WD,WSa,@1977-1980,Sachs,William,19xx,,,,
Sackheim,D,DSa,@1995,Sackheim,Daniel,19xx,199x,,,
Saderman,D,AoS,@1993,Saderman,Alejandro,19xx,199x,Argentina,,
Sagal,D,BoS,@1958-1971,Sagal,Boris,,1982,,"Ww(Hitchcock, TV) Ty(TV)",
Sakellarios,D,ASk,@1955,Sakellarios,Alekos,19xx,,Greece,,,
Saks,DS,GSs,@1967-1978,Saks,Gene,1921,,USA,,
Sale,WD,RrS,@1951-1955,Sale,Richard,19xx,,,,
Salkow,D,SSa,@1965,Salkow,Sidney,,,,,
Salomon,CD,MkS,@1993,Salomon,Mikael,,,,,
W.Salt,W,,1969-1978,Salt,Waldo,,,USA,Nt(Stanford '34),,
Saltzman,P,,1948-1980,Saltzman,Harry,1915,1994,Canada,Ty(Actn: Bond),
Salter,BWD,JSt,@1968,Salter,James,,199x,USA,,
Salva,D,VSa,@1987-1996,Salva,Victor,,,,Ty(Horr),
Salvatores,D,GSa,@1992,Salvatores,Gabriele,,,Italy,,
Samanta,D,ASt,@1998,Samanta,Ashim S.,,,India,,
Samples,WD,KSa,@1997,Samples,Keith,19xx,199x,,,
Sancher,WD,HpS,@1998,Sancher,Hampton,,,,,
Sander,WD,HSa,@1992,Sander,Helke,19xx,,Germany,,
SandersBrahms,WD,HSB,@1985,Sanders-Brahms,Helma,19xx,,Germany,,
Sandgren,D,AkS,@1994,Sandgren,Ake,19xx,,Sweden,,
Sandrich,D,MSa,@1930-1944,Sandrich,Mark,1900,1945,USA,,
J.Sandrich,D,JSd,@1980,Sandrich,Jay,,,USA,,
Sanjines,D,JSa,@1969,Sanjines,J,,,Bolivia,,
Santell,WADP,ASa,@1915-1946,Santell,Al,1895,1981,USA,,
Santiago,D,CiS,@1990,Santiago,Cirio,,,Phillipines,Er(Ph?),
Santino,D,JcS,@1983,Santino,Jack,,,,,
Santley,ADW,JS,@1929-1950,Mansfield,Joseph,1889,1971,USA,Mt(Ivy Sawyer),
dosSantos,D,NPS,@1955-1971,dos Santos,Nelson Pereira,,,Brazil,Ty(Cinema Novo),
Sarafian,D,RSa,@1973-1970,Sarafian,Richard C.,,,USA,,
Sargent,D,JSg,@1966-1980,Sargent,Joseph,,,USA,,
Sarne,AD,MiS,@1966-1969,Sarne,Michael,1939,,Great Britain,,
Sanford,D,ASf,@1996,Sanford,Arlene,,,,Ge(F),
Sasdy,D,PeS,@1970-1983,Sasdy,Peter,,,,,
Saunders,W,,1927-1935,Saunders,John Monk,1895,1940,USA,,
Saura,D,CSr,@1977-1989,Saura,Carlos,[1],,Spain,,
Saurel,D,JqS,@1985,Saurel,Jaques,,,France,,
Sautet,WCMD,ClS,@1960-1992,Sautet,Claude,1924,,France,,
Sauvage,D,PiS,@1984,Sauvage,Pierre,,,USA,,
P.Saville,D,PSv,@1999,Saville,Philip,19xx,19xx,Great Britain,,
V.Saville,PD,VrS,@1927-1955,Saville,Victor,1897,1979,Great Britain,,
Savin,D,TSa,@1990,Savin,Tom,,,USA,,
Sayles,EWDCP,ISy,@1980-1991,Sayles,John,,,USA,"Nt(independent, low budget)",
Scaraf,D,IrS,@1991,Scaraf,Irving,19xx,,USA,Mt(Allie Light),
Schaefer,WPD,GSc,@1954-1993,Schaefer,George,1920,199x,,,
Schaeffer,AD,ESc,@1996,Schaeffer,Eric,19xx,199x,,,
Shafer,D,DiS,@1996,Shafer,Dirk,19xx,199x,,,
Schaffner,D,FJS,@1963-1982,Schaffner,Franklin J.,1920,,USA,,
Schallerup,D,HgS,@1978,Schallerup,Henning,,,,,
Schary,WPD,DSy,@1963,Schary,Dore,1905,1980,USA,,
Schatzberg,D,JSb,@1970-1987,Schatzberg,Jerry,,,USA,,
Schecter,P,,1991,Schecter,Alan,1966,,USA,St(Imperial),
Scheerer,D,RSc,@1980,Scheerer,Robert,,,USA,,
Scheinman,D,ASm,@1994,Scheinman,Andrew,19xx,,,,
Schell,AD,MxS,@1979,Schell,Maximilian,19xx,,Germany,,
Schenck,P,,@1972,Schenck,Aubrey,,,,,
Schenkel,D,CaS,@1993,Schenkel,Carl,,,,,
Schepisi,D,FSc,@1970-1993,Schepisi,Fred,[1],,Australia,"Mt(Joan Ford, Rhonda Finlayson, Mary Rubin Schepisi)",
Schertzinger,DCM,ViS,@1917-1942,Schertzinger,Victor,1880,1941,USA,,
Schiffer,D,PaS,@1970,Schiffer,P\`al,,,Hungary,,
Schiller,D,LSc,@1980,Schiller,Lawrence,,,USA,,
Schlamme,D,ThS,@1993,Schlamme,Thomas,19xx,,,,
Schlaich,D,FSl,@1996,Schlaich,Frieder,,,Germany,,
Schlesinger,D,IS,@1960-1988,Schlesinger,John,1926,,Great Britain,,
Schlingensief,D,CSc,@1990,Schlingensief,Christoph,,,,,
Schlondorff,D,VoS,@1966-1990,"Schl\""ondorff",Volker,1939,,Germany,Mt(Margaretha vonTrotta),
Schmoeller,D,DSc,@1982,Schmoeller,David,,,USA,,
Schnabel,D,JuS,@1996,Schnabel,Julian,,,,,
Schnitzer,CD,GSz,@1958,Schnitzer,Gerry,,,USA,"Er(dow before 1958) Ty(shorts, Bowery Boys, ads)",
Schoedsack,CD,EBS,@1926-1949,Schoedsack,Ernest B.,1893,,USA,Ww(Cooper),
Schonemann,D,SiS,@1985,"Sch\""onemann",Sibylle,19bb,,Germany,,
Schoenfeld,W,,1957,Schoenfeld,Bernard C.,,,USA,Ww(Hitchcock; TV),
Schomburgk,DWPA,HHS,@1913-1956,Schomburgk,Hans Hermann,1880,1967,Germany,"Ty(Docu) Mt(,Meg Gerrts,,)",
Schrader,WD,PSc,@1978-1992,Schraeder,Paul,1946,,USA,Ty(tough),
Schroeder,DP,BSc,@1987-1990,Schroeder,Barbet,1942,,Germany,Gd(F) Nt(born in Iran),
Schulman,TSm,"D,W",@1997,Schulman,Tom,19xx,1997+,,,
Schultz,D,MSz,@1976-1991,Schultz,Michael,,,USA,,
Schulz,D,BSz,@1982,Schulz,Bob,19xx,,USA,,
Schumacher,D,JoS,@1989-1997,Schumacher,Joel,[1],,USA,,
Schunzel,DA,RhS,@1919-1941,Schunzel,Reinhold,1886,1954,Germany,,
Schuster,HSc,D,@1943-1955,Schuster,Harold,,,USA,,
Schwab,D,LSw,@1930,Schwab,Laurence,[1],,,,
Schwartz,D,SfS,@1998,Schwartz,Stefan,,,,,
Schwarz,D,HnS,@1929,Schwarz,Hanns,19xx,,Germany,,
Scola,WD,EtS,@1954-1982,Scola,Ettore,1931,,Italy,,
Scorsese,DA,MS,@1970-,Scorsese,Martin,1942,,USA,"Mt(Diahnne Abbott, Isabella Rosselini,, Barbara deFina) Aw(AFI AA Lifetime; 1997)",
Scotese,D,xSc,@1952,Scotese,gn,[1],,Italy,Er(Ct),
C.Scott,D,CyS,@1992,Scott,Cynthia,,,Canada,Gd(F),
G.C.Scott,AD,GCS,@1972,Scott,George C.\,,,USA,,
O.Scott,D,OzS,@1981,Scott,Oz,,,USA,,
R.Scott,DP,RS,@1978-1991,Scott,Ridley,,,Great Britain,,
T.Scott,D,ToS,@1983,Scott,Tony,[1],,,Si(Ridley Scott),
Seagal,AD,SSl,@1994,Seagal,Steven,19xx,,USA,Ty(Actn),
Seastrom,AD,VSj,@1916-1936,Sjostrom,Victor,1879,1960,Sweden,Alias(Sjostrom for early films),
Seaton,WDP,GS,@1945-1973,Stenius,George,1911,1979,USA,,
John~Seale,C,,1993,Seale,John,,,Australia,,
Sedgwick,D,EdS,@1921-1950,Sedgwick,Edward M.,1893,1974,USA,,
A.Segal,D,ASe,@1963,Segal,Alex,,,,,
